ID,Job Title,Description,Responsibilities,Basic Qualifications,Preferred Qualifications
113,Data Engineer/Analyst - Telecommute,"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)

You’ll enjoy the flexibility to telecommute* from anywhere within the U.S. as you take on some tough challenges.

The Data Engineer works closely with key business data and designs solutions by which information is loaded into and extracted from key IT and business systems. This position will leverage key development, database, reporting, analytic, and business intelligence skills across a diverse and multi-faceted application landscape.","Gather business requirements for data processing applications in iterative/agile development model partnering with Business and IT stakeholders
Analyze and document requirements from internal and external sources, evaluate and build effective solutions to address the requirements
Partner with the Business and the Development Teams to implement solutions effectively and adjust solutions as needed based on dynamic nature of program
Consult with managers and Architects to determine the role of the IT systems in an organization
Coordinate in High-level and Low-level Design Sessions including writing technical project documentation and Translate Business Requirements into Detailed design documents (Logical & Physical)
Creating data flow diagram, diagram for logical operational steps of programs, Context Diagrams and Documenting on Conceptual Model
Create workflow diagram for data feeding from multiple sources to one system or vice versa
Design and implement efficient and effective functional design solutions
Create source-to-target mapping based on requirements
Define rules for data profiling and transformation logic
Support Data Governance activities and be responsible for data integrity
Query data sources to conduct analyses, detailed data profiling and reporting
Research complex functional data/analytical issues
Assume responsibility for data integrity, data quality among various internal groups and/or between internal and external sources
Provides source system analysis and perform gap analysis between source and target systems","Undergraduate degree or equivalent experience
5+ years of data analysis experience
5+ years of systems analysis/requirement gathering experience
3+ years of Health Care/Claims data experience
Hands on experience to derive solutions from analysis
Hands on quality assurance experience
Query data sources to conduct analyses, detailed data profiling and reporting","Experience on Kafka, Clouds, Microservices and/or Snowflake
Working experience with HealthCare data standards like FHIR, HL7 or 834/837 or SMART
Requirements gathering and analysis of data processing/data warehousing systems
Data modeling and data architecture experience"
114,"Data Engineer - Telecommute or Nashville, TN","Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)

Optum is seeking a Data Engineer with health care experience to implement and manage cross-domain, modular, flexible, scalable, secure, reliable and quality data solutions that transform data to support analytics and insight generation for our clients. The Data Engineer will implement, test, deploy, monitor, and maintain the delivery of data in a systematic method and will support a wide variety of analytical needs for our customers. The Director of Data Engineering will also partner with the broader OAS Analytics organization to harness the power of client data to facilitate analytical insight and will be responsible for building quality and efficiency into every project.

You’ll enjoy the flexibility to telecommute* from anywhere within the U.S. as you take on some tough challenges.","Support the full data engineering lifecycle including research, proof of concepts, design, development, testing, deployment, and maintenance of data management solutions
Utilize knowledge of various data management technologies to drive data engineering projects
Lead data acquisition efforts to gather data from various structured or semi-structured source systems of record to hydrate client data warehouse and power analytics across numerous health care domains
Leverage combination of ETL/ELT methodologies to pull complex relational and dimensional data to support loading DataMart’s and reporting aggregates.
Eliminate unwarranted complexity and unneeded interdependencies
Detect data quality issues, identify root causes, implement fixes, and manage data audits to mitigate data challenges
Implement, modify, and maintain data integration efforts that improve data efficiency, reliability, and value
Leverage and facilitate the evolution of best practices for data acquisition, transformation, storage, and aggregation that solve current challenges and reduce the risk of future challenges
Effectively create data transformations that address business requirements and other constraints
Partner with the broader analytics organization to make recommendations for changes to data systems and the architecture of data platforms
Support the implementation of a modern data framework that facilitates business intelligence reporting and advanced analytics
Prepare high level design documents and detailed technical design documents with best practices to enable efficient data ingestion, transformation and data movement.
Leverage DevOps tools to enable code versioning and code deployment.
Leverage data pipeline monitoring tools to detect data integrity issues before they result into user visible outages or data quality issues
Leverage processes and diagnostics tools to troubleshoot, maintain and optimize solutions and respond to customer and production issues
Continuously support technical debt reduction, process transformation, and overall optimization
Leverage and contribute to the evolution of standards for high quality documentation of data definitions, transformations, and processes to ensure data transparency, governance, and security
Ensure that all solutions meet the business needs and requirements for security, scalability, and reliability","Bachelor’s Degree (preferably in information technology, engineering, math, computer science, analytics, engineering or other related field)
2+ years of combined experience in data engineering, ingestion, normalization, transformation, aggregation, structuring, and storage
2+ years of combined experience working with industry standard relational, dimensional or non-relational data storage systems
2+ years of experience in designing ETL/ELT solutions using tools like Informatica, DataStage, Health Catalyst, SSIS , PL/SQL, T-SQL, etc.
2+ years of experience in managing data assets using SQL, Python, Scala, Java, R or other similar querying/coding language
2+ years of experience working with healthcare data or data to support healthcare organizations","Bachelor’s Degree (preferably in information technology, engineering, math, computer science, analytics, engineering or other related field)
2+ years of combined experience in data engineering, ingestion, normalization, transformation, aggregation, structuring, and storage
2+ years of combined experience working with industry standard relational, dimensional or non-relational data storage systems
2+ years of experience in designing ETL/ELT solutions using tools like Informatica, DataStage, Health Catalyst, SSIS , PL/SQL, T-SQL, etc.
2+ years of experience in managing data assets using SQL, Python, Scala, Java, R or other similar querying/coding language
2+ years of experience working with healthcare data or data to support healthcare organizations"
115,Data Engineer II - Telecommute,"Careers at Rally Health, part of the Optum and UnitedHealth Group family of businesses. Our mission at Rally® is to empower individuals to take control of their health through personalized, data-driven health care information and recommendations that lead to better outcomes. We leverage our digital platform and leading-edge technology to make health care data accessible wherever and whenever people need it, all while ensuring safety and reliability. Here, you’ll help people find the right doctors, give them a clear breakdown of costs, incentivize them to stay focused on their overall health with daily goals, and help them earn rewards such as discounts on a wide range of goods as well as bonuses for reaching fitness objectives. As part of our Rally® team, you’ll have the opportunity to drive change with an innovative healthcare technology company that is dedicated to creating a culture of healthy living. Help us bring real change to healthcare and you’ll experience what it’s like to do your life's best work.(sm)

Join Rally Health as a Data Engineer where you will partner with product managers and data consumers to meet our internal analytics and client data needs. You will use our modern data platform - which uses infrastructure and tools like Kafka, MongoDB, Postgres, Spark, Databricks, Airflow, Amazon S3, and Amazon Redshift - to meet your goals. You will oversee the entire lifecycle of data pipeline development from data discovery and design to quality and maintenance. As part of the larger Data Engineering team, you will report to an Engineering Manager. We recognize that people come from diverse backgrounds and skills and welcome all to apply.

You will have the flexibility to telecommute* as you take on some tough challenges.","Play an important role in the discovery, design, development, and validation of big data pipelines
Build scalable Spark pipelines for large-scale healthcare data
Build datasets and data products that support population health management and positive recommendations that allow individuals to improve their health and manage their costs
Optimize data pipelines to handle growing data volumes
Collaborate on designs for data pipelines and data tooling that meet performance and data quality standards
Participate in business analysis and data discovery to gather data requirements","BS in Computer Science, Engineering or a related technical role or equivalent experience
2+ years of experience in distributed systems, data engineering, software engineering or similar fields
Solid coding skills in a language such as Scala, Java or Python
Experience writing SQL queries","Experience with Airflow or another workflow orchestration framework
Experience with data visualization or BI tools
Exposure to data modeling methodologies such as Kimball and Inman
Exposure to Big Data technologies"
116,Data Engineer - UHC - Constituent Service Experience/Business Insights - Telecommute,"""Working in a matrix environment by partnering with service operations, OmniChannel and workflow leaders to build out a data consumption model to influence NPS, Call Obviation and reduction in Turn Around Time for our constituents
Establish and organize Nexidia data along with incorporation of other contact data sources in a canonical model allowing us to provide pro-active insights to current and potential future issues to our service operations teams and Executive Leadership
Works in an Agile framework within a matrix environment working in sprints and utilizing agile tools (e.g., Swift Kanban)
Instills an Agile framework within the team and across the matrix environment to operate as applicable and fully utilizing KanBan tools
Build, maintain and/or adhere to a structured data governance process to be used across all datasets with a focus on quality and accuracy
Works closely within BusinessInsights and across with ARA, DAS3 and others within UnitedHealthcare Operations Enablement
Participate in data readiness specifically in support of United Strategic Platform migrations
Identify and participate in the resolution of data integrity issues and organizational problems""
This customer facing position will work directly with executive level stakeholders within our Service Operations and OmniChannel teams to develop advanced UI reporting solutions. This position provides visibility, analytical, ad hoc and development capabilities leveraging data from Nexidia, Genesys, USP, ORS, Maestro, Portal, Asynchronous Chat and more.

You’ll enjoy the flexibility to telecommute* from anywhere within the U.S. as you take on some tough challenges.","Demonstrate and apply understanding of UnitedHealth Group's business (e.g., specific business capabilities, functions, processes, and business cycles) and knowledge of operations, goals, and policies and procedures of internal business partners (e.g., information contacts) to provide effective support to internal and/or external customers
Manage and protect data, adhering to applicable legal/regulatory requirements (e.g., HIPAA, PHI, PII, DOI, state and federal regulations)
Propose and/or define long-term strategies for implementing process and/or data and reporting improvements
Review competitive intelligence (e.g., report formats; aggregation levels) to identify trends and opportunities for new reporting solutions and data strategy
Identify and/or provide opportunities for additional training and learning to support process and report improvements
Create and/or update presentation documents and materials to summarize results (e.g., written reports; PowerPoint deck; Tableau; graphs and/or charts)
Review and/or identify appropriate data infrastructure to use based on customers' needs in alignment with PADU
Develop business context diagrams (e.g., business data flows, process flows) to analyze/confirm the definition of project requirements
Demonstrate understanding of the difference between business requirements and technical solutions and define approach for storing and updating business requirements
Collaborate with business and technical stakeholders (e.g., business owners, process owners, domain experts) to identify specific business requirements. Perform reviews with all stakeholders to obtain approval/signoff of project requirements documents (e.g., walkthroughs)
Update progress to project schedule to track/measure progress one’s progress fulfilling aligned tasks. In addition to supporting ongoing monitoring by keeping project documentation or applications updated (e.g., Swift KanBan)","5+ years of SQL/TSQL Development experience.
3+ years of experience with Data Modeling, ETL construction with advanced job scheduling.
3+ years of experience performing significant data analysis and report development.
3+ years recent experience in a customer facing role leading and/or managing projects, including requirements and documentation.
3+ years of experience relational databases, database structures and design, systems design, data management, data warehouse.
3+ years designing reporting databases/data warehouses
2+ years of developing reports in Tableau and/or MS Visual Studios
Expert level of programming and troubleshooting knowledge
Advanced proficiency in Microsoft Excel, Word, Power Point and Visio
Bachelor’s degree or equivalent work experience","Bachelor’s degree and/or Advanced Degree
Healthcare Insurance industry experience.
Strong collaboration skills/experience"
117,Senior Data Engineer - Telecommute,"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)

The Senior Data Engineer works closely with key business data and designs solutions by which information is loaded into and extracted from key IT and business systems. This position will leverage key development, database, reporting, analytic, and business intelligence skills across a diverse and multi-faceted application landscape.

You’ll enjoy the flexibility to telecommute* from anywhere within the U.S. as you take on some tough challenges.","Ability to work with data in a variety of settings to build systems that collect, manage, and convert raw data into usable information
Lead the development of standard managed processes and operating models to enable repeatable and scalable programs across a range of program across a range of client types
Work with Optum leaders and other stakeholders to define and build or support solutions
Work with technology and other Data Teams to identify processes and best practices to leverage existing data infrastructure to meet the requirements
Guide a team of analysts, senior consultants, and subject matter experts to deliver managed analytics engagements
Act as a subject matter expert on data required to support operations, and drive governance
Reviews and analyzes on-going customer requests (for new data elements to be brought into the existing model, for customizations or cross-walking of existing data elements, for computation of new fields based on customer-provided business logic, combinations of existing data elements, etc.)
Functions as a primary contributor in designing, coding, testing, debugging, documenting and supporting all types of applications consistent with established specifications and business requirements to deliver business value. Participates in multiple concurrent projects
Solves unique and complex problems with broad impact on the business
Translates highly complex concepts in ways that can be understood by a variety of audiences
Develops complete descriptions of all specifications and solutions required
Develops common operations, which can be reused
Devise data verification and quality methods and standard systems procedures that will be used to support Enterprise Data Warehouse and Business Intelligence platforms
Understand and apply unique programming/scripting languages specific to software engineering
Participates in certain aspects of user consulting, systems analysis, general systems design, vendor contracts and detail systems design
Learns user functions, organization and role in the enterprise to the extent required
Perform related duties as assigned","Bachelor’s Degree in Health Care Administration, Business Administration or a related field (4+ years of comparable work experience beyond the required years of experience may be substituted in lieu of a bachelor’s degree)
5+ years of experience with Data Architecture, ETL, MDM and/or Datalake
5+ years of experience with OLTP, OLAP database design
Experience working in Azure Cloud solutions
Knowledge of Software Design/Development methodology /process
Experience providing/implementing end state solutions for integrated environment with data modeling and design
Ability to work with various teams and translate the business requirements for data ingestion into the solution","4+ years of experience working in Healthcare domain (Provider, Eligibility, Claims etc)
4+ years of experience working in Healthcare industry
Experience in Programming language for Cloud solutions (Python, Scala, Java, C#, SQL and Azure Databricks) and knowledge of Kafka streaming
Experience working in Enterprise level data architecture
Working in agile environment
Knowledge or experience with the Epic EMR
Epic native reporting and analytic tools such as RADAR, Slicer Dicer, and Reporting Work Bench, Clarity reports, and Tableau
Knowledge or experience with healthcare data associations
Knowledge or experience with data aggregation and standardization
Good Mentoring skillsets"
118,Senior Data Engineer - Telecommute,"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)

We are looking for a Senior Data Engineer to assist in the continued development of our award-winning health analytics platform, which combines cutting-edge technology, data informatics services and cloud-based analytics tools. In this exciting role, you will collaborate with some of the smartest developers in the industry, designing and implementing solutions to some of the toughest information challenges facing health care today.

We are looking for talented, innovative, effective engineers who take pride in and ownership of their responsibilities, and who can confidently communicate and champion their ideas.

You’ll enjoy the flexibility to telecommute* from anywhere within the U.S. as you take on some tough challenges.
","Meet the Data Engineering needs of the Optum Analytics Life Sciences business as part of the Life Science Data Factory team.
Perform all phases of data engineering including: requirements analysis, design, development and testing
Design and implement features in collaboration with business and IT stakeholders
Design reusable workflows, components, frameworks and libraries
Design and develop innovative solutions to meet the needs of the business
Review code and provide feedback to peers
Research and champion new technologies","Bachelor's degree
3+ years of experience writing SQL (using tools like Oracle, etc.)
Experience with Linux / Bash scripting
Experience with Python
Experience with Scala
Experience with Spark and/or Pyspark
Experience with AWS
Experience translating business requirements into production solutions","Master’s Degree
AWS Certification
Background in healthcare data
Experience delivering quality results with minimal oversight"
119,"Senior Data Engineer - Eden Prairie, MN or Telecommute","Optum is a company that's on the rise. We're expanding in multiple directions, across borders and, most of all, in the way we think. Here, innovation isn't about another gadget, it's about transforming the health care industry. Ready to make a difference? Make yourself at home with us and start doing your life's best work.(sm)

You’ll enjoy the flexibility to telecommute* from anywhere within the U.S. as you take on some tough challenges.
","Design, develop, unit test and maintain ETL jobs to create or enhance Risk Adjustment data processes
Use SQL and ETL skills alongside your ability to quickly grasp operational data to help support short and long term operational/strategic business activities
Build and maintain billing item processes for new client or clinical program
Facilitate, manage and high-quality submission results for all clients until accepted by CMS or otherwise resolved
Monitor eligible visits to ensure that the maximum number of records are being submitted
Manage all errors within SLA timelines to ensure reprocessing of a submissions until acceptance
Instills an Agile framework within the team and across the matrix environment, fully utilizing KanBan and utilizing agile tools
Team player with aptitude to teach and learn new technologies
Proactive thinker, self-driven, great team player, and drive innovation","Bachelor’s degree or work experience equivalent
5+ years of expert level Microsoft SQL and SSIS development experience
4+ years of experience with relational databases, database structures and design, systems design, data management, data warehouse
4+ years of experience performing significant data analysis and data development
3+ years of experience in assessing and interpreting customer needs and requirements
2+ years of experience developing reports in Tableau, SSRS or equivalent reporting interface
2+ years of experience with Microsoft Azure DevOps and CI/CD
1+ years of experience in a customer facing role leading/managing projects, including requirements and documentation","Experience of the different domains within health care
Experience working with Risk Adjustment Data
Experience in working on sensitive, complex, and urgent regulatory requests where data may be shared with internal and external clients
Expert level of understanding complex problems and troubleshooting knowledge
Solid soft skills (e.g., communication, interpersonal, collaborative, resilient)"
120,"Software Engineer - Eden Prairie, MN or Telecommute","Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)

You’ll enjoy the flexibility to telecommute* from anywhere within the U.S. as you take on some tough challenges.

The Data Engineer works closely with key business data and designs solutions by which information is loaded into and extracted from key IT and business systems. This position will leverage key development, database, reporting, analytic, and business intelligence skills across a diverse and multi-faceted application landscape.","Provide daily support to Corporate Legal’ s current suite of tools, and any technology needs that arise as result of a collection due to a legal matter
Due to the fluid nature of Legal eDiscovery this new role will fill the current gap around investigating, maintaining and updating business processes (i.e., assisting with the recovery of a UHG owned asset like a cell phone for data collection)
Provide basic development and deployment of modernized legal tools from legacy tools
Provide enhancement support to data feeds and automation where possible to continually improve our legal tools
May be asked to help with other areas when extra support is needed","Undergraduate degree or equivalent experience
2+ years of experience using SQL
2+ years of experience programming in Microsoft .NET (C++, C#, .NET Framework, and .NET Core)
Experience with Software Development Life Cycle including Agile and Scrum models Demonstrable knowledge of object-oriented design and development
Demonstrated solid problem solving, debugging and fact-finding skills","2+ years - Experience developing REST/SOAP Services with JSON/XML
Effective working ability in an agile and team environment"
121,Sr Data Engineer - Telecommute,"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)

Functions may include database architecture, engineering, design, optimization, security, and administration; as well as data modeling, big data development, Extract, Transform, and Load (ETL) development, storage engineering, data warehousing, data provisioning and other similar roles. Responsibilities may include Platform-as-a-Service and Cloud solution with a focus on data stores and associated eco systems. Duties may include management of design services, providing sizing and configuration assistance, ensuring strict data quality, and performing needs assessments. Analyzes current business practices, processes and procedures as well as identifying future business opportunities for leveraging data storage and retrieval system capabilities. Manages relationships with software and hardware vendors to understand the potential architectural impact of different vendor strategies and data acquisition. May design schemas, write SQL or other data markup scripting and helps to support development of Analytics and Applications that build on top of data. Selects, develops and evaluates personnel to ensure the efficient operation of the function. Generally, work is self-directed and not prescribed. Works with less structured, more complex issues. Serves as a resource to others.

You’ll enjoy the flexibility to telecommute* from anywhere within United States as you take on some tough challenges.
","Design, coding, and implementing databases and SQL processes consistent with established specifications and business requirements to deliver business value
Develop T-SQL queries, stored procedures, functions and other data objects
Performing data analysis and quality checks on data to identify technical and business opportunities
Developing SSIS packages
Performing design improvements, query optimization, problem isolation and corrective action for SQL processes
Troubleshooting production support issues post release deployment","Bachelor’s degree or higher in engineering, computer science or related field or equivalent experience
5+ years of experience as a SQL Developer
3+ years SQL Server Integration Services (SSIS) and development of SSIS packages, working knowledge of SSAS, SSRS
Experience in Troubleshooting queries and Performance Tuning
Experience working with large datasets
Solid skills in T-SQL development such as stored procedures and functions","Experience with Snowflake cloud architecture
Experience with health care data
Demonstrated experience using best practices for code design and development
Team-player who can also work independently
Excellent verbal/written communication skills"
122,Senior Data Engineer - Telecommute,"Careers at Rally Health, part of the Optum and UnitedHealth Group family of businesses. Our mission at Rally® is to empower individuals to take control of their health through personalized, data-driven health care information and recommendations that lead to better outcomes. We leverage our digital platform and leading-edge technology to make health care data accessible wherever and whenever people need it, all while ensuring safety and reliability. Here, you’ll help people find the right doctors, give them a clear breakdown of costs, incentivize them to stay focused on their overall health with daily goals, and help them earn rewards such as discounts on a wide range of goods as well as bonuses for reaching fitness objectives. As part of our Rally® team, you’ll have the opportunity to drive change with an innovative healthcare technology company that is dedicated to creating a culture of healthy living. Help us bring real change to healthcare and you’ll experience what it’s like to do your life's best work.(sm)

Join Rally Health as a Senior or Principal Data Engineer where you will partner with product managers and data consumers to meet our internal analytics and client data needs. You will use our modern data platform - which uses infrastructure and tools like Kafka, MongoDB, Postgres, Spark, Databricks, Airflow, Amazon S3, and Amazon Redshift. You will oversee the entire lifecycle of data pipeline development from data discovery and design to quality and maintenance. As part of the larger Data Engineering team, you will report to an Engineering Manager. We recognize that people come from a diverse set of backgrounds and skills and we welcome all to apply.
","Oversee the end-to-end discovery, design, development, and QA of big data pipelines.
Architect and code solutions for large-scale ETL pipelines with data processing frameworks
Develop data solutions to promote applicable insights for population health management and positive recommendations for ways individuals can improve their health and manage their costs
Assess current processes, recommend, and implement approaches to handle increasing volumes of data
Communicate technical specifications to ensure that proper and optimized techniques, queries, data standards, and final outputs are understood and incorporated into data and analytics processes
Participate in business analysis activities to gather required reporting and dashboard requirements
Handle the product's or project's conception, translate requirements, design initial technical specifications and develop data solutions","BS in Computer Science, Engineering or a related technical role or equivalent experience
5+ years experience in ETL, Data Engineering, or Business Intelligence fields with concentration on data transformations
Experience working in object-oriented or functional languages like Python, Scala or Java
Experience with backend and distributed systems
Experience designing data models with Kimball, OLAP, and other EDW methodologies
Experience with Airflow or another workflow orchestration framework (ex. Oozie, Prefect, DAGster)
Understanding of several data extraction and transformation techniques with data sourced in S3, MongoDB, and Postgres
Advanced working knowledge of complex Spark jobs and SQL queries","Experience with data visualization or BI tools
Experience with Scala"
123,Senior Data Engineer - Telecommute,"Careers at Rally Health, part of the Optum and UnitedHealth Group family of businesses. Our mission at Rally® is to empower individuals to take control of their health through personalized, data-driven health care information and recommendations that lead to better outcomes. We leverage our digital platform and leading-edge technology to make health care data accessible wherever and whenever people need it, all while ensuring safety and reliability. Here, you’ll help people find the right doctors, give them a clear breakdown of costs, incentivize them to stay focused on their overall health with daily goals, and help them earn rewards such as discounts on a wide range of goods as well as bonuses for reaching fitness objectives. As part of our Rally® team, you’ll have the opportunity to drive change with an innovative healthcare technology company that is dedicated to creating a culture of healthy living. Help us bring real change to healthcare and you’ll experience what it’s like to do your life's best work.(sm)

Join Rally Health as a Senior or Principal Data Engineer where you will partner with product managers and data consumers to meet our internal analytics and client data needs. You will use our modern data platform - which uses infrastructure and tools like Kafka, MongoDB, Postgres, Spark, Databricks, Airflow, Amazon S3, and Amazon Redshift. You will oversee the entire lifecycle of data pipeline development from data discovery and design to quality and maintenance. As part of the larger Data Engineering team, you will report to an Engineering Manager. We recognize that people come from a diverse set of backgrounds and skills and we welcome all to apply.

If you are located within the state of AZ, CA, CO, DC, FL, IL, MD, MN, NC, NJ, NV, NY, OR, PA, TN, TX, VA, or WA, you will have the flexibility to telecommute* as you take on some tough challenges.
","Play an important role in the discovery, design, development, and validation of big data pipelines
Build scalable Spark pipelines for large-scale healthcare data
Build datasets and data products that support population health management and positive recommendations that allow individuals to improve their health and manage their costs
Optimize data pipelines to handle growing data volumes
Collaborate on designs for data pipelines and data tooling that meet performance and data quality standards
Help with team goals including the support of live 24/7 production systems
Participate in business analysis and data discovery to gather data requirements","BS in Computer Science, Engineering or a related technical role or equivalent experience and 5+ years or MS and 3+ years of experience in distributed systems, data engineering, software engineering or similar fields
Solid coding skills in a language such as Scala, Java or Python
Experience in Big Data technologies
Experience writing SQL queries","Experience with Airflow or another workflow orchestration framework
Experience with data visualization or BI tools
Exposure to data modeling methodologies such as Kimball and Inman
Exposure to Big Data technologies"
124,Principal Data Engineer - Telecommute,"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that is improving the lives of millions. Here, innovation is not about another gadget; it is about making health care data available wherever and whenever people need it, safely and reliably. There is no room for error. If you are looking for a better place to use your passion and your desire to drive change, this is the place to be. It's an opportunity to do your life's best work.(sm)

You’ll enjoy the flexibility to telecommute* from anywhere within United States as you take on some tough challenges.","Maintain, improve, clean, and manipulate data in the business’s operational and analytics databases
Design and deploy data platforms across multiple domains ensuring operability
Transform data for meaningful analyses
Improve data efficiency, reliability and quality
Create data enrichment
Build high performance
Ensure data integrity
Create and manage data stores at scale
Ensure data governance - security, quality, access and compliance","BS/BA or equivalent experience
10+ years of experience designing, coding and supporting distributed, data intensive systems at scale
Good understanding and exposure to health care data sets (Provider, Clinical, claims and Individual/Patient in particular)
Ability to profile different data sets received from different CDOs in term of individual fields, data types, etc. and coming up with IN-TRANSIT and AT-REST schema definitions
Work with Enterprise standard schema definition team and help expand the standard schema where necessary or build a custom schema for care data platform requirements
Perform data quality checks and automate the validation of mapping raw data to standard schema
Proficient in SQL queries and DB normalization & denormalization concepts and automate the process of validating AT-REST schemas for data fitment
Good exposure to data loading, data transformation, data governance and data lineage aspects of data engineering
Data Architecture Principles, Experience of Model comparison/assessment and recommendation","Healthcare business experience: Provider network Management, Hospital EMR/Billing system exposure, Revenue Cycle Management understanding, Physician Practice Management, CMS guidelines/mandates to Independent Physicians or Hospitals, Payer-Provider relationship, HEDIS, Member/Patient Risk Management
Hands-on experience with Data warehousing cloud tools such as Snowflake
Hands-on experience working with Azure cloud including terraform
Basic understanding of Azure cloud, Data streaming platform like Kafka, REST APIs consumption, GitHub and Jenkins CI/CD
Ability to analyses different schemas in JSON and Avro specifications, including the creation of newer ones in similar structure
Data publishing and Consumption pattern
Translating business requirement into Data Lifecycle
Data Model Management - forward engineering/backward engineering
Master Data Management - Identity mastering, Merger and Split management
Hands-on Exposure of Data Warehouse, Data Marts, Data Lineage, Data Quality Checking, Data Transformation, Data Load processes
Exposure programming languages such as Java/Scala/Python/go"
125,Senior Data Engineer - Telecommute,"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)

You’ll enjoy the flexibility to telecommute* from anywhere within United States as you take on some tough challenges.
","Develop efficient and high performing ETL solutions
Design, develop, test and performance tune complex ETLs
Participate in design review sessions and peer ETL reviews
Assess and profile source and target data (data structure, quality, completeness, schema, nulls, etc.) and requested business use cases
Summarizes testing and validation results and is able to communicate and make recommendations/decisions on the best course of action to remediate
Resourceful at coming up with solutions using existing or available resources based on knowledge of the organization and level of execution effort
Participate in agile work environment, attending daily scrum meetings and completing sprint deliverables on time
Supports practices, policies and operating procedures and ensures alignment to departmental objectives and strategy
Teammate is able to make the complex seem less complex, is a consensus builder and brings people and teams together
Is able to calm tense situations by bringing clarity and organization to the forefront
Ensures each level of the organization has the information needed and the context needed to produce favorable results
Builds sound relationship with IT operational leaders to ensure connectivity to the business
Supports a work environment in which people are able to perform to the best of their abilities. Holds self-accountable for technical abilities, productive results and leadership attributes
Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re-assignment to different work locations, change in teams and/or work shifts, policies in regards to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). The Company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do so","Bachelor’s degree in Computer Science, Information Management or similar
5+ years of experience in designing and developing ETL solutions
3+ years of working knowledge in a Data Warehouse/BI environment
3+ years of experience using Microsoft TSQL, SSIS, and SSAS
Windows batch PowerShell scripting and/or UNIX shell scripting experience
Sound RDBMS experience; Oracle PL/SQL and SQL Server
Sound SQL skills including complex SQL constructs, DDL generation
Sound ETL skills using Informatica or Azure Data Factory","Experience with Atlassian JIRA and Confluence
Experience in Microsoft Azure and snowflake
Excellent organizational, analytical, writing, problem solving and interpersonal skills"
